Season,Team,Games,Goals,G+A,Penalties,Avg Goals per Game,Avg G+A per Game,Avg Penalties per Game
2013-2014,Arsenal,38,62,109,3,1.631578947368421,2.8684210526315788,0.07894736842105263
2013-2014,Liverpool,38,85,138,10,2.236842105263158,3.6315789473684212,0.2631578947368421
2013-2014,Sunderland,38,39,61,6,1.0263157894736843,1.605263157894737,0.15789473684210525
2013-2014,Hull City,38,32,50,2,0.8421052631578947,1.3157894736842106,0.05263157894736842
2013-2014,West Brom,38,36,59,2,0.9473684210526315,1.5526315789473684,0.05263157894736842
2013-2014,Newcastle Utd,38,38,60,2,1.0,1.5789473684210527,0.05263157894736842
2013-2014,Manchester Utd,38,61,96,5,1.605263157894737,2.526315789473684,0.13157894736842105
2013-2014,Everton,38,53,92,0,1.394736842105263,2.4210526315789473,0.0
2013-2014,West Ham,38,35,59,2,0.9210526315789473,1.5526315789473684,0.05263157894736842
2013-2014,Fulham,38,36,63,2,0.9473684210526315,1.6578947368421053,0.05263157894736842
2013-2014,Crystal Palace,38,28,46,5,0.7368421052631579,1.2105263157894737,0.13157894736842105
2013-2014,Norwich City,38,27,45,1,0.7105263157894737,1.1842105263157894,0.02631578947368421
2013-2014,Cardiff City,38,24,46,1,0.631578947368421,1.2105263157894737,0.02631578947368421
2013-2014,Swansea City,38,43,78,4,1.131578947368421,2.0526315789473686,0.10526315789473684
2013-2014,Southampton,38,46,81,3,1.2105263157894737,2.1315789473684212,0.07894736842105263
2014-2015,Newcastle Utd,38,37,60,1,0.9736842105263158,1.5789473684210527,0.02631578947368421
2014-2015,Stoke City,38,45,73,3,1.1842105263157894,1.9210526315789473,0.07894736842105263
2014-2015,Tottenham,38,56,96,3,1.4736842105263157,2.526315789473684,0.07894736842105263
2014-2015,Aston Villa,38,29,51,1,0.7631578947368421,1.3421052631578947,0.02631578947368421
2014-2015,Manchester City,38,79,132,7,2.0789473684210527,3.473684210526316,0.18421052631578946
2014-2015,Chelsea,38,62,115,4,1.631578947368421,3.026315789473684,0.10526315789473684
2014-2015,Arsenal,38,65,110,6,1.7105263157894737,2.8947368421052633,0.15789473684210525
2014-2015,Leicester City,38,41,67,3,1.0789473684210527,1.763157894736842,0.07894736842105263
2014-2015,Liverpool,38,46,76,5,1.2105263157894737,2.0,0.13157894736842105
2014-2015,Sunderland,38,30,43,4,0.7894736842105263,1.131578947368421,0.10526315789473684
2014-2015,Hull City,38,28,49,1,0.7368421052631579,1.2894736842105263,0.02631578947368421
2014-2015,West Ham,38,42,74,1,1.105263157894737,1.9473684210526316,0.02631578947368421
2014-2015,Crystal Palace,38,42,65,5,1.105263157894737,1.7105263157894737,0.13157894736842105
2014-2015,Manchester Utd,38,56,97,3,1.4736842105263157,2.5526315789473686,0.07894736842105263
2014-2015,West Brom,38,32,58,4,0.8421052631578947,1.5263157894736843,0.10526315789473684
2014-2015,Burnley,38,25,45,1,0.6578947368421053,1.1842105263157894,0.02631578947368421
2014-2015,Everton,38,44,66,2,1.1578947368421053,1.736842105263158,0.05263157894736842
2014-2015,QPR,38,37,66,3,0.9736842105263158,1.736842105263158,0.07894736842105263
2014-2015,Swansea City,38,43,76,2,1.131578947368421,2.0,0.05263157894736842
2014-2015,Southampton,38,45,75,2,1.1842105263157894,1.9736842105263157,0.05263157894736842
2015-2016,Newcastle Utd,38,37,67,3,0.9736842105263158,1.763157894736842,0.07894736842105263
2015-2016,Watford,38,33,50,6,0.868421052631579,1.3157894736842106,0.15789473684210525
2015-2016,Chelsea,38,47,79,4,1.236842105263158,2.0789473684210527,0.10526315789473684
2015-2016,Stoke City,38,40,64,5,1.0526315789473684,1.6842105263157894,0.13157894736842105
2015-2016,Crystal Palace,38,29,44,4,0.7631578947368421,1.1578947368421053,0.10526315789473684
2015-2016,Bournemouth,38,33,52,1,0.868421052631579,1.368421052631579,0.02631578947368421
2015-2016,Aston Villa,38,21,36,2,0.5526315789473685,0.9473684210526315,0.05263157894736842
2015-2016,Manchester City,38,65,110,5,1.7105263157894737,2.8947368421052633,0.13157894736842105
2015-2016,Leicester City,38,62,101,10,1.631578947368421,2.6578947368421053,0.2631578947368421
2015-2016,Liverpool,38,57,102,2,1.5,2.6842105263157894,0.05263157894736842
2015-2016,Tottenham,38,61,100,5,1.605263157894737,2.6315789473684212,0.13157894736842105
2015-2016,West Brom,38,26,50,1,0.6842105263157895,1.3157894736842106,0.02631578947368421
2015-2016,West Ham,38,59,92,4,1.5526315789473684,2.4210526315789473,0.10526315789473684
2015-2016,Arsenal,38,56,101,1,1.4736842105263157,2.6578947368421053,0.02631578947368421
2015-2016,Southampton,38,52,95,3,1.368421052631579,2.5,0.07894736842105263
2015-2016,Swansea City,38,38,56,5,1.0,1.4736842105263157,0.13157894736842105
2015-2016,Norwich City,38,31,56,1,0.8157894736842105,1.4736842105263157,0.02631578947368421
2015-2016,Everton,38,49,86,3,1.2894736842105263,2.263157894736842,0.07894736842105263
2015-2016,Sunderland,38,37,58,3,0.9736842105263158,1.5263157894736843,0.07894736842105263
2015-2016,Manchester Utd,38,44,66,3,1.1578947368421053,1.736842105263158,0.07894736842105263
2016-2017,Crystal Palace,38,42,68,4,1.105263157894737,1.7894736842105263,0.10526315789473684
2016-2017,Sunderland,38,27,36,5,0.7105263157894737,0.9473684210526315,0.13157894736842105
2016-2017,Stoke City,38,34,57,4,0.8947368421052632,1.5,0.10526315789473684
2016-2017,Middlesbrough,38,23,41,2,0.6052631578947368,1.0789473684210527,0.05263157894736842
2016-2017,Bournemouth,38,44,73,7,1.1578947368421053,1.9210526315789473,0.18421052631578946
2016-2017,Manchester City,38,69,120,7,1.8157894736842106,3.1578947368421053,0.18421052631578946
2016-2017,Burnley,38,35,55,6,0.9210526315789473,1.4473684210526316,0.15789473684210525
2016-2017,Chelsea,38,74,124,2,1.9473684210526316,3.263157894736842,0.05263157894736842
2016-2017,Leicester City,38,41,68,4,1.0789473684210527,1.7894736842105263,0.10526315789473684
2016-2017,Liverpool,38,67,113,0,1.763157894736842,2.973684210526316,0.0
2016-2017,Tottenham,38,83,142,7,2.1842105263157894,3.736842105263158,0.18421052631578946
2016-2017,Watford,38,35,58,3,0.9210526315789473,1.5263157894736843,0.07894736842105263
2016-2017,West Ham,38,42,69,3,1.105263157894737,1.8157894736842106,0.07894736842105263
2016-2017,Southampton,38,35,56,3,0.9210526315789473,1.4736842105263157,0.07894736842105263
2016-2017,Swansea City,38,36,64,3,0.9473684210526315,1.6842105263157894,0.07894736842105263
2016-2017,Everton,38,53,92,3,1.394736842105263,2.4210526315789473,0.07894736842105263
2016-2017,Arsenal,38,68,119,4,1.7894736842105263,3.1315789473684212,0.10526315789473684
2016-2017,West Brom,38,31,60,1,0.8157894736842105,1.5789473684210527,0.02631578947368421
2016-2017,Hull City,38,29,48,3,0.7631578947368421,1.263157894736842,0.07894736842105263
2016-2017,Manchester Utd,38,50,81,3,1.3157894736842106,2.1315789473684212,0.07894736842105263
2017-2018,Newcastle Utd,38,33,56,0,0.868421052631579,1.4736842105263157,0.0
2017-2018,Swansea City,38,23,38,1,0.6052631578947368,1.0,0.02631578947368421
2017-2018,Stoke City,38,32,58,0,0.8421052631578947,1.5263157894736843,0.0
2017-2018,Bournemouth,38,41,72,3,1.0789473684210527,1.894736842105263,0.07894736842105263
2017-2018,Manchester City,38,94,168,6,2.473684210526316,4.421052631578948,0.15789473684210525
2017-2018,Leicester City,38,51,82,5,1.3421052631578947,2.1578947368421053,0.13157894736842105
2017-2018,Tottenham,38,66,101,2,1.736842105263158,2.6578947368421053,0.05263157894736842
2017-2018,Chelsea,38,56,90,3,1.4736842105263157,2.3684210526315788,0.07894736842105263
2017-2018,Watford,38,35,57,3,0.9210526315789473,1.5,0.07894736842105263
2017-2018,West Ham,38,45,66,2,1.1842105263157894,1.736842105263158,0.05263157894736842
2017-2018,Burnley,38,33,53,0,0.868421052631579,1.394736842105263,0.0
2017-2018,Arsenal,38,58,109,4,1.5263157894736843,2.8684210526315788,0.10526315789473684
2017-2018,Southampton,38,31,45,3,0.8157894736842105,1.1842105263157894,0.07894736842105263
2017-2018,Brighton,38,32,55,5,0.8421052631578947,1.4473684210526316,0.13157894736842105
2017-2018,Everton,38,39,57,3,1.0263157894736843,1.5,0.07894736842105263
2017-2018,West Brom,38,25,45,1,0.6578947368421053,1.1842105263157894,0.02631578947368421
2017-2018,Crystal Palace,38,34,56,8,0.8947368421052632,1.4736842105263157,0.21052631578947367
2017-2018,Huddersfield,38,25,38,2,0.6578947368421053,1.0,0.05263157894736842
2017-2018,Manchester Utd,38,57,105,1,1.5,2.763157894736842,0.02631578947368421
2017-2018,Liverpool,38,76,125,2,2.0,3.289473684210526,0.05263157894736842
2018-2019,Manchester City,38,85,142,3,2.236842105263158,3.736842105263158,0.07894736842105263
2018-2019,Leicester City,38,41,71,5,1.0789473684210527,1.868421052631579,0.13157894736842105
2018-2019,Tottenham,38,62,97,4,1.631578947368421,2.5526315789473686,0.10526315789473684
2018-2019,Newcastle Utd,38,33,58,1,0.868421052631579,1.5263157894736843,0.02631578947368421
2018-2019,West Ham,38,47,76,5,1.236842105263158,2.0,0.13157894736842105
2018-2019,Brighton,38,27,46,5,0.7105263157894737,1.2105263157894737,0.13157894736842105
2018-2019,Southampton,38,38,57,4,1.0,1.5,0.10526315789473684
2018-2019,Cardiff City,38,28,42,3,0.7368421052631579,1.105263157894737,0.07894736842105263
2018-2019,Arsenal,38,61,102,4,1.605263157894737,2.6842105263157894,0.10526315789473684
2018-2019,Crystal Palace,38,43,69,10,1.131578947368421,1.8157894736842106,0.2631578947368421
2018-2019,Fulham,38,33,54,2,0.868421052631579,1.4210526315789473,0.05263157894736842
2018-2019,Huddersfield,38,16,25,1,0.42105263157894735,0.6578947368421053,0.02631578947368421
2018-2019,Chelsea,38,54,95,5,1.4210526315789473,2.5,0.13157894736842105
2018-2019,Burnley,38,39,66,2,1.0263157894736843,1.736842105263158,0.05263157894736842
2018-2019,Everton,38,42,65,2,1.105263157894737,1.7105263157894737,0.05263157894736842
2018-2019,Wolves,38,41,76,4,1.0789473684210527,2.0,0.10526315789473684
2018-2019,Bournemouth,38,49,87,7,1.2894736842105263,2.289473684210526,0.18421052631578946
2018-2019,Watford,38,44,73,1,1.1578947368421053,1.9210526315789473,0.02631578947368421
2018-2019,Manchester Utd,38,60,92,9,1.5789473684210527,2.4210526315789473,0.23684210526315788
2018-2019,Liverpool,38,79,109,7,2.0789473684210527,2.8684210526315788,0.18421052631578946
2019-2020,Chelsea,38,60,96,7,1.5789473684210527,2.526315789473684,0.18421052631578946
2019-2020,Southampton,38,47,72,2,1.236842105263158,1.894736842105263,0.05263157894736842
2019-2020,Manchester City,38,96,158,6,2.526315789473684,4.157894736842105,0.15789473684210525
2019-2020,West Ham,38,40,71,4,1.0526315789473684,1.868421052631579,0.10526315789473684
2019-2020,Leicester City,38,57,98,5,1.5,2.5789473684210527,0.13157894736842105
2019-2020,Tottenham,38,52,83,3,1.368421052631579,2.1842105263157894,0.07894736842105263
2019-2020,Newcastle Utd,38,28,51,0,0.7368421052631579,1.3421052631578947,0.0
2019-2020,Brighton,38,28,47,1,0.7368421052631579,1.236842105263158,0.02631578947368421
2019-2020,Norwich City,38,24,40,2,0.631578947368421,1.0526315789473684,0.05263157894736842
2019-2020,Arsenal,38,51,79,3,1.3421052631578947,2.0789473684210527,0.07894736842105263
2019-2020,Crystal Palace,38,25,39,2,0.6578947368421053,1.0263157894736843,0.05263157894736842
2019-2020,Burnley,38,38,62,3,1.0,1.631578947368421,0.07894736842105263
2019-2020,Aston Villa,38,34,61,1,0.8947368421052632,1.605263157894737,0.02631578947368421
2019-2020,Sheffield Utd,38,30,46,1,0.7894736842105263,1.2105263157894737,0.02631578947368421
2019-2020,Everton,38,38,58,1,1.0,1.5263157894736843,0.02631578947368421
2019-2020,Bournemouth,38,34,48,4,0.8947368421052632,1.263157894736842,0.10526315789473684
2019-2020,Watford,38,32,50,7,0.8421052631578947,1.3157894736842106,0.18421052631578946
2019-2020,Wolves,38,47,79,4,1.236842105263158,2.0789473684210527,0.10526315789473684
2019-2020,Manchester Utd,38,62,100,10,1.631578947368421,2.6315789473684212,0.2631578947368421
2019-2020,Liverpool,38,71,112,5,1.868421052631579,2.9473684210526314,0.13157894736842105
2020-2021,Chelsea,38,41,70,8,1.0789473684210527,1.8421052631578947,0.21052631578947367
2020-2021,Southampton,38,43,72,5,1.131578947368421,1.894736842105263,0.13157894736842105
2020-2021,Manchester City,38,73,125,5,1.9210526315789473,3.289473684210526,0.13157894736842105
2020-2021,Leicester City,38,55,94,10,1.4473684210526316,2.473684210526316,0.2631578947368421
2020-2021,Liverpool,38,58,84,6,1.5263157894736843,2.210526315789474,0.15789473684210525
2020-2021,Leeds United,38,58,103,4,1.5263157894736843,2.710526315789474,0.10526315789473684
2020-2021,Everton,38,39,68,4,1.0263157894736843,1.7894736842105263,0.10526315789473684
2020-2021,Tottenham,38,63,104,5,1.6578947368421053,2.736842105263158,0.13157894736842105
2020-2021,Newcastle Utd,38,38,63,5,1.0,1.6578947368421053,0.13157894736842105
2020-2021,Brighton,38,31,54,6,0.8157894736842105,1.4210526315789473,0.15789473684210525
2020-2021,Sheffield Utd,38,18,26,3,0.47368421052631576,0.6842105263157895,0.07894736842105263
2020-2021,West Ham,38,51,82,2,1.3421052631578947,2.1578947368421053,0.05263157894736842
2020-2021,Arsenal,38,49,80,6,1.2894736842105263,2.1052631578947367,0.15789473684210525
2020-2021,West Brom,38,27,40,4,0.7105263157894737,1.0526315789473684,0.10526315789473684
2020-2021,Crystal Palace,38,35,59,3,0.9210526315789473,1.5526315789473684,0.07894736842105263
2020-2021,Aston Villa,38,47,79,5,1.236842105263158,2.0789473684210527,0.13157894736842105
2020-2021,Burnley,38,27,45,3,0.7105263157894737,1.1842105263157894,0.07894736842105263
2020-2021,Manchester Utd,38,64,102,10,1.6842105263157894,2.6842105263157894,0.2631578947368421
2020-2021,Fulham,38,23,39,3,0.6052631578947368,1.0263157894736843,0.07894736842105263
2020-2021,Wolves,38,28,46,4,0.7368421052631579,1.2105263157894737,0.10526315789473684
2021-2022,Southampton,38,35,57,4,0.9210526315789473,1.5,0.10526315789473684
2021-2022,Wolves,38,26,47,1,0.6842105263157895,1.236842105263158,0.02631578947368421
2021-2022,Leicester City,38,58,98,2,1.5263157894736843,2.5789473684210527,0.05263157894736842
2021-2022,Liverpool,38,83,123,7,2.1842105263157894,3.236842105263158,0.18421052631578946
2021-2022,Everton,38,34,59,6,0.8947368421052632,1.5526315789473684,0.15789473684210525
2021-2022,Tottenham,38,57,102,5,1.5,2.6842105263157894,0.13157894736842105
2021-2022,Newcastle Utd,38,35,49,3,0.9210526315789473,1.2894736842105263,0.07894736842105263
2021-2022,Brighton,38,33,61,4,0.868421052631579,1.605263157894737,0.10526315789473684
2021-2022,West Ham,38,51,87,4,1.3421052631578947,2.289473684210526,0.10526315789473684
2021-2022,Aston Villa,38,40,71,3,1.0526315789473684,1.868421052631579,0.07894736842105263
2021-2022,Arsenal,38,51,86,5,1.3421052631578947,2.263157894736842,0.13157894736842105
2021-2022,Crystal Palace,38,47,71,6,1.236842105263158,1.868421052631579,0.15789473684210525
2021-2022,Leeds United,38,37,60,5,0.9736842105263158,1.5789473684210527,0.13157894736842105
2021-2022,Brentford,38,36,62,6,0.9473684210526315,1.631578947368421,0.15789473684210525
2021-2022,Chelsea,38,53,87,8,1.394736842105263,2.289473684210526,0.21052631578947367
2021-2022,Burnley,38,24,41,1,0.631578947368421,1.0789473684210527,0.02631578947368421
2021-2022,Manchester Utd,38,54,90,3,1.4210526315789473,2.3684210526315788,0.07894736842105263
2021-2022,Norwich City,38,19,31,3,0.5,0.8157894736842105,0.07894736842105263
2021-2022,Manchester City,38,86,132,7,2.263157894736842,3.473684210526316,0.18421052631578946
2021-2022,Watford,38,32,50,1,0.8421052631578947,1.3157894736842106,0.02631578947368421
2022-2023,Leeds United,38,36,63,1,0.9473684210526315,1.6578947368421053,0.02631578947368421
2022-2023,Tottenham,38,60,99,5,1.5789473684210527,2.6052631578947367,0.13157894736842105
2022-2023,Southampton,38,31,50,2,0.8157894736842105,1.3157894736842106,0.05263157894736842
2022-2023,Crystal Palace,38,34,61,1,0.8947368421052632,1.605263157894737,0.02631578947368421
2022-2023,Leicester City,38,45,74,3,1.1842105263157894,1.9473684210526316,0.07894736842105263
2022-2023,Liverpool,38,65,100,2,1.7105263157894737,2.6315789473684212,0.05263157894736842
2022-2023,Everton,38,26,44,3,0.6842105263157895,1.1578947368421053,0.07894736842105263
2022-2023,Newcastle Utd,38,61,93,6,1.605263157894737,2.4473684210526314,0.15789473684210525
2022-2023,Manchester City,38,89,155,9,2.3421052631578947,4.078947368421052,0.23684210526315788
2022-2023,Bournemouth,38,33,53,0,0.868421052631579,1.394736842105263,0.0
2022-2023,West Ham,38,36,57,6,0.9473684210526315,1.5,0.15789473684210525
2022-2023,Manchester Utd,38,53,91,3,1.394736842105263,2.3947368421052633,0.07894736842105263
2022-2023,Aston Villa,38,46,75,3,1.2105263157894737,1.9736842105263157,0.07894736842105263
2022-2023,Chelsea,38,33,55,3,0.868421052631579,1.4473684210526316,0.07894736842105263
2022-2023,Nott'ham Forest,38,33,52,3,0.868421052631579,1.368421052631579,0.07894736842105263
2022-2023,Brighton,38,65,102,6,1.7105263157894737,2.6842105263157894,0.15789473684210525
2022-2023,Brentford,38,49,81,7,1.2894736842105263,2.1315789473684212,0.18421052631578946
2022-2023,Fulham,38,48,75,5,1.263157894736842,1.9736842105263157,0.13157894736842105
2022-2023,Wolves,38,24,34,3,0.631578947368421,0.8947368421052632,0.07894736842105263
2022-2023,Arsenal,38,74,128,3,1.9473684210526316,3.3684210526315788,0.07894736842105263
2023-2024,Sheffield Utd,38,25,41,5,0.6578947368421053,1.0789473684210527,0.13157894736842105
2023-2024,Bournemouth,38,47,75,2,1.236842105263158,1.9736842105263157,0.05263157894736842
2023-2024,Luton Town,38,42,60,5,1.105263157894737,1.5789473684210527,0.13157894736842105
2023-2024,Brighton,38,41,72,5,1.0789473684210527,1.894736842105263,0.13157894736842105
2023-2024,Nott'ham Forest,38,44,77,1,1.1578947368421053,2.026315789473684,0.02631578947368421
2023-2024,Crystal Palace,38,54,92,4,1.4210526315789473,2.4210526315789473,0.10526315789473684
2023-2024,Wolves,38,43,74,4,1.131578947368421,1.9473684210526316,0.10526315789473684
2023-2024,Manchester City,38,88,150,9,2.3157894736842106,3.9473684210526314,0.23684210526315788
2023-2024,Liverpool,38,69,114,6,1.8157894736842106,3.0,0.15789473684210525
2023-2024,Newcastle Utd,38,71,111,8,1.868421052631579,2.9210526315789473,0.21052631578947367
2023-2024,West Ham,38,52,83,4,1.368421052631579,2.1842105263157894,0.10526315789473684
2023-2024,Burnley,38,34,55,3,0.8947368421052632,1.4473684210526316,0.07894736842105263
2023-2024,Manchester Utd,38,51,77,6,1.3421052631578947,2.026315789473684,0.15789473684210525
2023-2024,Aston Villa,38,64,113,4,1.6842105263157894,2.973684210526316,0.10526315789473684
2023-2024,Fulham,38,48,79,2,1.263157894736842,2.0789473684210527,0.05263157894736842
2023-2024,Brentford,38,44,72,3,1.1578947368421053,1.894736842105263,0.07894736842105263
2023-2024,Tottenham,38,54,102,2,1.4210526315789473,2.6842105263157894,0.05263157894736842
2023-2024,Everton,38,33,47,2,0.868421052631579,1.236842105263158,0.05263157894736842
2023-2024,Chelsea,38,68,105,11,1.7894736842105263,2.763157894736842,0.2894736842105263
2023-2024,Arsenal,38,72,123,10,1.894736842105263,3.236842105263158,0.2631578947368421
